10
2;3;120.565;234905;-1;91;-1;-1;-1;-1;142;-1;75;80.0
2;0;396.698;188845;-1;301;-1;-1;-1;-1;468;-1;247;263.0
2;4;392.809;132279;-1;292;-1;-1;-1;-1;455;-1;240;256.0
2;1;147.79;166537;-1;111;-1;-1;-1;-1;173;-1;91;97.0
3;0;383.086;1082906;291;289;-1;-1;-1;-1;450;-1;237;253.0
3;4;307.247;229603;231;229;-1;-1;-1;-1;356;-1;188;200.0
3;1;192.515;337194;148;146;-1;-1;-1;-1;228;-1;120;128.0
0;4;243.075;161229;184;182;-1;-1;-1;-1;284;-1;149;159.0
0;1;256.687;183120;196;194;-1;-1;-1;-1;302;-1;159;170.0
4;1;322.804;129192;243;241;-1;-1;-1;-1;375;-1;197;211.0
